Tweet,emociones_merged
#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge,"['anger', 'anticipation', 'disgust', 'optimism']"
@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far . #venkysout,anticipation
I dislike people who get offended by the littlest shit .,"['anger', 'disgust']"
@salutetroye you look adorable awe,"['joy', 'love']"
"@warrensarahh @CjKiid awe, miss y'all too!:)","['joy', 'love', 'sadness', 'trust']"
"@asjoshtaylor sadly I don't think I'll see you on tour, but have fun, you're gonna rock! 🎉👌🏻💙 #HotForMeTour","['joy', 'sadness']"
@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. ,"['anticipation', 'joy', 'optimism']"
"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory","['anticipation', 'joy', 'optimism']"
New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror,"['anger', 'disgust', 'fear']"
F'n morons u23 SMFH can't just be lackadaisical,"['anger', 'disgust', 'sadness']"
@shae_caitlin ur road rage gives me anxiety.,"['anger', 'fear']"
Rooney is 5 yards off the pace in a League Cup game against Northampton Town. Let that sink in for a moment. #MUFC,"['anticipation', 'joy', 'optimism', 'pessimism']"
@chrisrock brings back great memories of hilarity on #SATURDAYNIGHTLIVE,"['joy', 'love']"
@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad,"['pessimism', 'sadness']"
"significantly, with a #bitter smile, 'let me","['anger', 'disgust']"
@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible,"['anger', 'disgust', 'pessimism']"
@FlannelJedi This is why I drink and watch You're the Worst as a way to cheer myself up.,"['disgust', 'optimism', 'sadness']"
@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.,fear
@Tomstarling86 He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end.,joy
Need advice on how to get out of this rut!!!!  #needmotivation,"['anticipation', 'optimism', 'trust']"
in health we did a think about depression and now i feel like i have it,sadness
@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!,joy
"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!","['anticipation', 'joy', 'optimism']"
Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.,"['anticipation', 'fear', 'trust']"
“Worry is a down payment on a problem you may never have'.  Joyce Meyer. #motivation #leadership ,"['joy', 'optimism']"
Muscled man with huge heart is messing with my brain and heart. #lost #confused,sadness
Follow this amazing Australian author @KristyBerridge #fiction  #zombies #angels #demons #vampires #werewolves #follow #authorlove,"['anticipation', 'joy', 'love', 'optimism', 'trust']"
@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.,"['anger', 'disgust', 'fear']"
@rosalilium I'm wearing all black tomorrow to mourn. 😭💔,"['disgust', 'pessimism', 'sadness']"
"@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?",anticipation
@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances,"['anger', 'anticipation', 'disgust', 'fear']"
@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back home😍,"['joy', 'love', 'optimism']"
"@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?",joy
Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !! #awestruck #longingformore,"['anticipation', 'joy', 'optimism', 'surprise', 'trust']"
"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. ","['anger', 'disgust', 'sadness']"
When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,"['fear', 'sadness']"
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? ","['anger', 'disgust', 'sadness']"
@LeafyIsHere will showing off biceps scare you?,fear
@TeamGrout glee,joy
Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon! #grim,"['anger', 'disgust', 'sadness']"
courage the cowardly dog is like american horror story for kids,fear
This is awful,disgust
Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power',optimism
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,"['joy', 'love', 'optimism']"
A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems .,"['joy', 'optimism', 'sadness']"
@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process ,"['anticipation', 'sadness']"
"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",sadness
@downeysduckling nick fury,"['anger', 'disgust']"
and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare,"['fear', 'sadness']"
@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months ,sadness
The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire,"['joy', 'optimism']"
"@alliex both, scrap *ll the rage instead",anger
Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious,"['anticipation', 'disgust', 'optimism', 'surprise']"
I think they may be #offended,anticipation
@Fra93_bruno wow I'm just really sadden by that. Terrible,"['disgust', 'sadness']"
I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,"['anger', 'disgust', 'pessimism']"
I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,"['anger', 'disgust', 'sadness']"
can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 #nightmare,"['anger', 'disgust', 'fear', 'sadness']"
Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.,"['anticipation', 'pessimism', 'sadness']"
"Glasgow Girls' is a real tonic @stratfordeast:an eclectic range of songs, barbed humour and eloquence in its fiery rage against injustice","['anger', 'anticipation', 'disgust', 'fear', 'joy', 'optimism']"
Eat my ass' is no longer an insult,"['anger', 'disgust', 'sadness']"
These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,"['joy', 'love']"
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol ","['joy', 'optimism']"
So is texting a guy 'I'm ready for sex now' considered flirting?' ,"['anticipation', 'trust']"
Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed ,"['joy', 'optimism']"
"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!","['joy', 'love']"
Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching,"['joy', 'optimism']"
@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted,"['anger', 'disgust', 'sadness']"
Why is it so windy? So glad I didn't ride my bike. #fear #wind,"['fear', 'joy', 'surprise']"
"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote",optimism
@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,"['anger', 'disgust']"
My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,"['joy', 'optimism']"
"Brb, going 2 start killing random white people going about their normal days. Don't worry though i'm white, so they will safely apprehend me","['anger', 'anticipation', 'disgust', 'sadness']"
".@marcorubio mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'","['fear', 'joy', 'optimism']"
"When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u","['anger', 'disgust', 'joy']"
@swarbleflop @LightskinJesuSP they're both pretty awful when you look at them historically,"['anger', 'disgust']"
"@my2k aaa Cam animated that, so proud of our boy","['joy', 'optimism']"
Having a terrific Tuesday? Crush it today with the Power of 4. Treat your internet like Pizza =D \n#PowerOf4,[]
Watch this amazing live.ly broadcast by @mrgummyking #lively #musically,"['anticipation', 'joy', 'optimism']"
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,"['anger', 'disgust']"
"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",joy
@ScmCIafIin 'Don't you know how nervous I was to see you?',"['fear', 'pessimism', 'sadness']"
@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,"['anger', 'disgust', 'fear']"
@suddenlyapples This is an on-going affliction for me and the only cure is more Shiro,"['anticipation', 'disgust', 'optimism', 'sadness']"
jstor's lingua obscura articles are always such a delight,"['joy', 'love', 'optimism', 'trust']"
Feel the wrath of my air-dropped pamphlets!,"['joy', 'optimism']"
@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,"['anger', 'disgust']"
"@LuluLemonLime83 wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and","['disgust', 'sadness']"
@MichiganBromo Good optimism sir :),"['joy', 'optimism']"
I'm such a shy girl🙄,sadness
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot,"['anticipation', 'fear']"
What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle,"['fear', 'joy', 'optimism']"
"@noveliciouss OMG, that's such a beautiful quote.  #amwriting","['joy', 'optimism', 'surprise']"
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 #terrible,"['anger', 'disgust', 'fear', 'sadness']"
mmmm i'm kinda sad i hope i can shake this before school,"['pessimism', 'sadness']"
Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞,"['fear', 'joy']"
"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.","['anger', 'disgust']"
"@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp 💕❣🎉","['joy', 'love', 'optimism']"
now playing yung fav song ni chavs #sober 😂,"['joy', 'optimism', 'sadness']"
@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳,"['anger', 'disgust']"
Everyone is raging,"['anger', 'disgust']"
Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,"['anger', 'disgust']"
