Tweet,emotions_merged
@AllredMD @KerryCallen @thismanthispete Kirby's Black Panther in a cool animated panel.,joy
You can't fight the elephants until you have wrestled the pigs. #quoteoftheday ,joy
... flat party and I instantly get bollocked about it. #fuming,anger
"@SloanTheOtaku Betelgeuse/Sloth was lively, dedicated and tenacious, Regulus/Greed is humbly content and Ley/Gluttony is starving hungry.",sad
@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley,joy
"@paige_christian awe man, when are you free then? ☹️️☹️️☹️️💘💘💘",sad
@MarissaYerton wanna shake my tree??? 🍑🍑🍑🍑,joy
@KurakkuSora he is.\nSure his mind was clouded but...],sad
@The_Nasty_P now you gotta do that with fast n furious,anger
I refuse to be a chirp chirp girl,anger
@FraserKeegan just had a steak pie supper #tremendous,joy
Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife  #love #hardworkpaysoff #fun,joy
This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,joy
Never let me see you frown,anger
#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic ,anger
#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me,sad
I honestly feel nothing towards either of my parents and it's pretty depressing,sad
Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh,anger
"If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\n#quotes #quotestoliveby",joy
Some People hate nothing more than a happy confident person. Never mind  #confident,joy
@97_aleix having a terrific game and not at all fazed #MCFC,joy
Did you know apples turn brown when a enzyme called polyphenol oxidase reacts with oxygen! Well I do #dull #applefacts 🤓🍏,joy
"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",anger
@ChurdAllan fucked my coupon that goal! ,anger
"She gave a playful wink, taking the goggles off her head, swinging them around her finger. 'I would never~' @VerminEngineer",joy
Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool,joy
"Aberdeen st Johnstone, let's see who can punt it the furthest #awful",anger
I always dread Wednesday's and the always end up making me the happiest,joy
@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.,joy
Listening to Joey really helps me and my anger.,joy
@JamieRJN She's all over the political map in her relentless pursuit of power.,anger
"@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.",sad
@shwood @mpforstein OMD you 2 are cracking me up! Thanks for the follow Brian. I need some levity to balance the cynicism I share w/Michael😀,joy
@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. ,joy
Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!,joy
@Bwana86 I can fear that someone is always following me everywhere I go. Does that make it true??,fear
@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress,fear
Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. ,anger
The Pats are awesome. Belichick is awesome ...they just are. #awestruck,joy
David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues,joy
I seriously hope these chances Celtic are missing are going to come back to haunt them with an Alloa sucker punch,anger
Watch this amazing live.ly broadcast by @__.mila.__ #lively #musically,joy
I HATE little girls 😡😡 got a lot off growing up to do!!! #fuming,anger
After she threw me out I had to sedate her. With a damn horse tranquilizer.',anger
@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,joy
"@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?",anger
"Collects all the times when Minerva would chew on his cape. Begins to shiver, runs a hand through his hair. \n\n'You can surely━\n@ardentflier",fear
Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry,fear
@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated,joy
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ #fearful,fear
@MlaStandard The depth that you've sunk to. You're readership deserves more.,anger
"Just popped a half bottle of 2014 @Bellawines #sparkling #gamaynoir from Westbank. Evenin', folks! \n#bcwinechat",joy
@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck,anger
Projection is perception. See it in someone else? You also at some level have that within you. #anger ,anger
@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? #optimism,joy
"If you follow #Trump, a certified #bully there is no question you or your children may go to #War vs consumate #Diplomat @HillaryClinton",anger
"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake",joy
Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered ,joy
"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix",joy
@DJ_Musicologist #Disney's 1994 #animated #musical #film #TheLionKing was influenced by #WilliamShakespeare's #Hamlet. Songs by #EltonJohn.,joy
😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,sad
"Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'",anger
im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,anger
@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,anger
"@Nataliem55 sadly, war has often been the factor that jump starts US economic growth",sad
When someone rudely says all women should have long hair and your inner feminist tries not to rage,anger
i met with an employment specialist this morning &amp; she basically told me its unlikely i'll get a job because i clearly have too much anxiety,fear
@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!,joy
"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride ",joy
Sanatana Lopez is definitely me 😂 ,joy
"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden",joy
Why upping rooms makes a few apprehend leaving out charcoal ownership: UnZU,anger
😂 - youre one of those whod bully me omg but it was all banter and we could laugh at it later haha. Youre a nice guy x,joy
Let go of the need to need. And find your own joyous path through the richness that extends in every direction.,joy
I'm girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #lol #hilarious",joy
@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports,joy
Be #afraid of the #quiet ones they are the ones who actually #think.,fear
@reinervshunter you got this💙 #staystrong #smile #yourebeautiful,joy
I love how cheery and adoring @JackHoward gets every time he produces new content.,joy
Fun tidbit: You can fall asleep on someone while dancing. #blues #latenight,joy
Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath 😿,anger
@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,anger
@harrietemmett great minds think alike. ,joy
@PriiiincesssE thanks for distracting me from my paper to watch this hilarious video 😂,joy
@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,sad
@strictlysimilak something about English sparkling wine would be good. Or farmhouse cider. Or Italian cocktails. Thanks.,joy
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject #worry #anxiety #anxious,fear
i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,anger
That's how you start a season that's how you open the show #show #them #how #dark #hell #can #get #Empire,joy
Might just leave and aggravate bae,anger
"Sometimes I can't believe I've made it this far.169 days!! I threw out my demons n got #sober #clean, n started #recovery.#Sobriety is #2.",joy
In honor of Shawty Lo passing away I made Dey Know my new alarm clock song so I wake up with the right attitude everyday lol,joy
The joyful tambourines have ceased. The noise of the jubilant has stopped. The joyful lyre has ceased. -Isaiah 24:8,sad
@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either ,anger
"But this is the internet age, so get mad out of any and all proportion and assume the terrible worst with little to no facts or knowledge.",anger
